key,opponent,team,date,time,round,day,venue,result,gf,ga,target,venue_code,AvgH,AvgD,AvgA,pAvgH,pAvgD,pAvgA,goalie,defs,mids,atks,offdeff,intensity,dirspeed,deads,press,contra,buildup,progress,carr,wings,agresive,deferror,offsucc,goalie_opo,defs_opo,mids_opo,atks_opo,offdeff_opo,intensity_opo,dirspeed_opo,deads_opo,press_opo,contra_opo,buildup_opo,progress_opo,carr_opo,wings_opo,agresive_opo,deferror_opo,offsucc_opo,goalie_diff,defs_diff,mids_diff,atks_diff,offdeff_diff,intensity_diff,dirspeed_diff,deads_diff,press_diff,contra_diff,buildup_diff,progress_diff,carr_diff,wings_diff,agresive_diff,deferror_diff,offsucc_diff
2019-10-27 Crystal Palace-Arsenal,Arsenal,Crystal Palace,2019-10-27,16:30:00,Matchweek 10,Sun,Away,D,2,2,0,0,6.49,4.63,1.49,0.1423340610642176,0.2035322714977321,0.6541336674384883,0.4,0.65,0.425,0.45,0.25,0.35,0.45,0.65,0.25,0.4,0.6,0.9,0.9,0.6,1.0,0.35,0.45,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.44999999999999996,0.15000000000000002,-0.425,-0.45,-0.25,-0.45000000000000007,0.2,0.4,-0.5,-0.29999999999999993,-0.15000000000000002,0.35,0.5,0.5499999999999999,0.35,0.04999999999999999,-0.35000000000000003
2020-01-11 Crystal Palace-Arsenal,Arsenal,Crystal Palace,2020-01-11,12:30:00,Matchweek 22,Sat,Home,D,1,1,0,1,4.19,3.87,1.83,0.2253304628056412,0.2448434376242291,0.5298260995705836,0.4,0.65,0.425,0.45,0.25,0.35,0.45,0.65,0.25,0.4,0.6,0.9,0.9,0.6,1.0,0.35,0.45,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.44999999999999996,0.15000000000000002,-0.425,-0.45,-0.25,-0.45000000000000007,0.2,0.4,-0.5,-0.29999999999999993,-0.15000000000000002,0.35,0.5,0.5499999999999999,0.35,0.04999999999999999,-0.35000000000000003
2019-12-21 Everton-Arsenal,Arsenal,Everton,2019-12-21,12:30:00,Matchweek 18,Sat,Home,D,0,0,0,1,2.33,3.75,2.9,0.4147983026173074,0.2539189502386354,0.3312827471436061,0.7,0.75,0.55,0.7,0.65,0.6,0.6,0.75,0.9,0.75,0.35,0.85,0.25,0.65,0.7,0.5,0.65,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.15000000000000002,0.25,-0.29999999999999993,-0.20000000000000007,0.15000000000000002,-0.20000000000000007,0.35,0.5,0.15000000000000002,0.050000000000000044,-0.4,0.29999999999999993,-0.15000000000000002,0.6,0.04999999999999993,0.2,-0.15000000000000002
2020-02-23 Everton-Arsenal,Arsenal,Everton,2020-02-23,16:30:00,Matchweek 27,Sun,Away,L,2,3,0,0,3.63,3.6,2.04,0.2617692265985205,0.2640395932060884,0.4741911801949236,0.7,0.75,0.55,0.7,0.65,0.6,0.6,0.75,0.9,0.75,0.35,0.85,0.25,0.65,0.7,0.5,0.65,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.15000000000000002,0.25,-0.29999999999999993,-0.20000000000000007,0.15000000000000002,-0.20000000000000007,0.35,0.5,0.15000000000000002,0.050000000000000044,-0.4,0.29999999999999993,-0.15000000000000002,0.6,0.04999999999999993,0.2,-0.15000000000000002
2019-11-09 Leicester City-Arsenal,Arsenal,Leicester City,2019-11-09,17:30:00,Matchweek 12,Sat,Home,W,2,0,1,1,1.99,3.78,3.62,0.4864319209640887,0.2510020780370752,0.262566000999294,0.2,0.8,0.65,0.25,0.6,0.65,0.3,0.45,0.7,0.9,0.55,0.7,0.7,0.95,0.55,0.4,0.6,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.6499999999999999,0.30000000000000004,-0.19999999999999996,-0.65,0.09999999999999998,-0.15000000000000002,0.04999999999999999,0.2,-0.050000000000000044,0.20000000000000007,-0.19999999999999996,0.1499999999999999,0.29999999999999993,0.8999999999999999,-0.09999999999999998,0.10000000000000003,-0.20000000000000007
2020-07-07 Leicester City-Arsenal,Arsenal,Leicester City,2020-07-07,20:15:00,Matchweek 34,Tue,Away,D,1,1,0,0,3.03,3.43,2.38,0.3162918996601585,0.2782060462027266,0.4055020541375677,0.2,0.8,0.65,0.25,0.6,0.65,0.3,0.45,0.7,0.9,0.55,0.7,0.7,0.95,0.55,0.4,0.6,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.6499999999999999,0.30000000000000004,-0.19999999999999996,-0.65,0.09999999999999998,-0.15000000000000002,0.04999999999999999,0.2,-0.050000000000000044,0.20000000000000007,-0.19999999999999996,0.1499999999999999,0.29999999999999993,0.8999999999999999,-0.09999999999999998,0.10000000000000003,-0.20000000000000007
2019-08-24 Liverpool-Arsenal,Arsenal,Liverpool,2019-08-24,17:30:00,Matchweek 3,Sat,Home,W,3,1,1,1,1.5,4.76,6.09,0.6498084776049552,0.1977790612982923,0.1524124610971969,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,0.09999999999999998,0.44999999999999996,0.09999999999999998,0.09999999999999998,0.4,0.09999999999999998,-0.1,-0.1,0.19999999999999996,0.10000000000000009,0.15000000000000002,-0.35000000000000003,-0.2,0.09999999999999999,0.25,-0.19999999999999998,0.1499999999999999
2020-07-15 Liverpool-Arsenal,Arsenal,Liverpool,2020-07-15,20:15:00,Matchweek 36,Wed,Away,L,1,2,0,0,1.89,3.89,3.89,0.5127637109800136,0.2436181445102266,0.2436181445102266,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,0.09999999999999998,0.44999999999999996,0.09999999999999998,0.09999999999999998,0.4,0.09999999999999998,-0.1,-0.1,0.19999999999999996,0.10000000000000009,0.15000000000000002,-0.35000000000000003,-0.2,0.09999999999999999,0.25,-0.19999999999999998,0.1499999999999999
2019-12-15 Manchester City-Arsenal,Arsenal,Manchester City,2019-12-15,16:30:00,Matchweek 17,Sun,Away,W,3,0,1,0,1.45,5.33,6.03,0.6716812377948457,0.1749182113133148,0.153400550891414,0.8,1.0,1.0,0.85,1.0,1.0,0.05,0.05,1.0,0.65,0.95,0.35,0.95,0.3,0.35,0.05,0.75,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.04999999999999993,0.5,0.15000000000000002,-0.050000000000000044,0.5,0.19999999999999996,-0.2,-0.2,0.25,-0.04999999999999993,0.19999999999999996,-0.20000000000000007,0.5499999999999999,0.25,-0.30000000000000004,-0.25,-0.050000000000000044
2020-06-17 Manchester City-Arsenal,Arsenal,Manchester City,2020-06-17,20:15:00,Matchweek 28,Wed,Home,W,3,0,1,1,1.35,5.5,8.11,0.7210614044378538,0.1683239439110672,0.1106146516514801,0.8,1.0,1.0,0.85,1.0,1.0,0.05,0.05,1.0,0.65,0.95,0.35,0.95,0.3,0.35,0.05,0.75,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.04999999999999993,0.5,0.15000000000000002,-0.050000000000000044,0.5,0.19999999999999996,-0.2,-0.2,0.25,-0.04999999999999993,0.19999999999999996,-0.20000000000000007,0.5499999999999999,0.25,-0.30000000000000004,-0.25,-0.050000000000000044
2019-09-30 Manchester Utd-Arsenal,Arsenal,Manchester Utd,2019-09-30,20:00:00,Matchweek 7,Mon,Home,D,1,1,0,1,2.36,3.53,2.99,0.4091246551901086,0.2701222036759398,0.3207531411344048,0.55,0.6,0.9,0.8,0.85,0.75,0.55,0.3,0.65,1.0,0.7,0.45,0.55,0.2,0.75,0.25,0.55,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.29999999999999993,0.09999999999999998,0.050000000000000044,-0.09999999999999998,0.35,-0.050000000000000044,0.30000000000000004,0.04999999999999999,-0.09999999999999998,0.30000000000000004,-0.050000000000000044,-0.10000000000000003,0.15000000000000002,0.15000000000000002,0.09999999999999998,-0.04999999999999999,-0.25
2020-01-01 Manchester Utd-Arsenal,Arsenal,Manchester Utd,2020-01-01,20:00:00,Matchweek 21,Wed,Away,L,0,2,0,0,2.61,3.64,2.58,0.3675946327193662,0.2604051777606575,0.3720001895195269,0.55,0.6,0.9,0.8,0.85,0.75,0.55,0.3,0.65,1.0,0.7,0.45,0.55,0.2,0.75,0.25,0.55,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.29999999999999993,0.09999999999999998,0.050000000000000044,-0.09999999999999998,0.35,-0.050000000000000044,0.30000000000000004,0.04999999999999999,-0.09999999999999998,0.30000000000000004,-0.050000000000000044,-0.10000000000000003,0.15000000000000002,0.15000000000000002,0.09999999999999998,-0.04999999999999999,-0.25
2019-08-11 Newcastle Utd-Arsenal,Arsenal,Newcastle Utd,2019-08-11,14:00:00,Matchweek 1,Sun,Home,L,0,1,0,1,4.49,3.82,1.79,0.2096661677991634,0.2482923715467881,0.5420414606535857,0.35,0.55,0.15,0.55,0.1,0.15,0.85,0.9,0.15,0.6,0.15,0.05,0.5,1.0,0.15,0.55,0.15,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.5,0.050000000000000044,-0.7,-0.35,-0.4,-0.65,0.6,0.65,-0.6,-0.09999999999999998,-0.6,-0.5,0.09999999999999998,0.95,-0.5,0.25000000000000006,-0.65
2020-02-16 Newcastle Utd-Arsenal,Arsenal,Newcastle Utd,2020-02-16,16:30:00,Matchweek 26,Sun,Away,L,0,4,0,0,7.72,4.6,1.43,0.1166885591858505,0.2033832321429565,0.679928208671598,0.35,0.55,0.15,0.55,0.1,0.15,0.85,0.9,0.15,0.6,0.15,0.05,0.5,1.0,0.15,0.55,0.15,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.5,0.050000000000000044,-0.7,-0.35,-0.4,-0.65,0.6,0.65,-0.6,-0.09999999999999998,-0.6,-0.5,0.09999999999999998,0.95,-0.5,0.25000000000000006,-0.65
2019-12-01 Norwich City-Arsenal,Arsenal,Norwich City,2019-12-01,14:00:00,Matchweek 14,Sun,Home,D,2,2,0,1,4.14,4.22,1.77,0.2281821567890309,0.2236547783220209,0.5481630648893874,0.2,0.1,0.15,0.1,0.05,0.6,0.3,0.5,0.4,0.55,0.8,0.05,0.9,0.05,0.3,0.7,0.05,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.6499999999999999,-0.4,-0.7,-0.8,-0.45,-0.20000000000000007,0.04999999999999999,0.25,-0.35,-0.1499999999999999,0.050000000000000044,-0.5,0.5,0.0,-0.35000000000000003,0.39999999999999997,-0.75
2020-07-01 Norwich City-Arsenal,Arsenal,Norwich City,2020-07-01,18:00:00,Matchweek 32,Wed,Away,L,0,4,0,0,7.23,4.69,1.44,0.1254192151108786,0.1993487652198323,0.6752320196697085,0.2,0.1,0.15,0.1,0.05,0.6,0.3,0.5,0.4,0.55,0.8,0.05,0.9,0.05,0.3,0.7,0.05,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.6499999999999999,-0.4,-0.7,-0.8,-0.45,-0.20000000000000007,0.04999999999999999,0.25,-0.35,-0.1499999999999999,0.050000000000000044,-0.5,0.5,0.0,-0.35000000000000003,0.39999999999999997,-0.75
2019-10-21 Sheffield Utd-Arsenal,Arsenal,Sheffield Utd,2019-10-21,20:00:00,Matchweek 9,Mon,Home,W,1,0,1,1,3.88,3.79,1.93,0.2453606769535285,0.2514188962931627,0.5032204267528503,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,0.15000000000000002,0.09999999999999998,-0.6499999999999999,-0.65,0.35,-0.4,0.7,0.35,-0.55,-0.6499999999999999,-0.6,0.44999999999999996,-0.35000000000000003,0.95,-0.2,-0.19999999999999998,0.0
2020-01-18 Sheffield Utd-Arsenal,Arsenal,Sheffield Utd,2020-01-18,15:00:00,Matchweek 23,Sat,Away,D,1,1,0,0,4.46,3.61,1.85,0.2115687058347591,0.2637942736006199,0.5246370205650662,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,0.15000000000000002,0.09999999999999998,-0.6499999999999999,-0.65,0.35,-0.4,0.7,0.35,-0.55,-0.6499999999999999,-0.6,0.44999999999999996,-0.35000000000000003,0.95,-0.2,-0.19999999999999998,0.0
2019-11-23 Southampton-Arsenal,Arsenal,Southampton,2019-11-23,15:00:00,Matchweek 13,Sat,Away,D,2,2,0,0,6.55,4.75,1.47,0.1402991121984648,0.1974546215347166,0.6622462662672474,0.15,0.45,0.35,0.3,0.75,0.25,0.65,0.6,0.55,0.45,0.45,0.95,0.3,0.8,0.45,0.6,0.25,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.7,-0.04999999999999999,-0.5,-0.6000000000000001,0.25,-0.55,0.4,0.35,-0.19999999999999996,-0.24999999999999994,-0.3,0.3999999999999999,-0.10000000000000003,0.75,-0.2,0.3,-0.55
2020-06-25 Southampton-Arsenal,Arsenal,Southampton,2020-06-25,18:00:00,Matchweek 31,Thu,Home,L,0,2,0,1,2.64,3.47,2.65,0.3636730690146942,0.2740677048969515,0.362259226088821,0.15,0.45,0.35,0.3,0.75,0.25,0.65,0.6,0.55,0.45,0.45,0.95,0.3,0.8,0.45,0.6,0.25,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.7,-0.04999999999999999,-0.5,-0.6000000000000001,0.25,-0.55,0.4,0.35,-0.19999999999999996,-0.24999999999999994,-0.3,0.3999999999999999,-0.10000000000000003,0.75,-0.2,0.3,-0.55
2019-09-01 Tottenham-Arsenal,Arsenal,Tottenham,2019-09-01,16:30:00,Matchweek 4,Sun,Away,D,2,2,0,0,2.9,3.63,2.38,0.3313503458538431,0.2627073740073731,0.4059422801383176,1.0,0.7,0.75,0.95,0.7,0.85,0.35,0.2,0.85,0.85,0.8,0.1,0.65,0.1,0.95,0.2,0.7,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,0.15000000000000002,0.19999999999999996,-0.09999999999999998,0.04999999999999993,0.19999999999999996,0.04999999999999993,0.09999999999999998,-0.04999999999999999,0.09999999999999998,0.15000000000000002,0.050000000000000044,-0.45000000000000007,0.25,0.05,0.29999999999999993,-0.09999999999999998,-0.10000000000000009
2020-07-12 Tottenham-Arsenal,Arsenal,Tottenham,2020-07-12,16:30:00,Matchweek 35,Sun,Home,W,2,1,1,1,2.6,3.48,2.68,0.369174594984018,0.2730048780946518,0.357820526921785,1.0,0.7,0.75,0.95,0.7,0.85,0.35,0.2,0.85,0.85,0.8,0.1,0.65,0.1,0.95,0.2,0.7,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,0.15000000000000002,0.19999999999999996,-0.09999999999999998,0.04999999999999993,0.19999999999999996,0.04999999999999993,0.09999999999999998,-0.04999999999999999,0.09999999999999998,0.15000000000000002,0.050000000000000044,-0.45000000000000007,0.25,0.05,0.29999999999999993,-0.09999999999999998,-0.10000000000000009
2019-09-15 Watford-Arsenal,Arsenal,Watford,2019-09-15,16:30:00,Matchweek 5,Sun,Home,D,2,2,0,1,3.64,3.74,2.01,0.2622179551479298,0.2549462753538465,0.4828357694986733,0.6,0.3,0.5,0.65,0.55,0.3,0.8,0.5,0.5,0.5,0.4,0.65,0.35,0.35,0.1,0.85,0.3,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.25,-0.2,-0.35,-0.25,0.050000000000000044,-0.5,0.55,0.25,-0.25,-0.19999999999999996,-0.35,0.09999999999999998,-0.050000000000000044,0.3,-0.55,0.55,-0.5
2020-07-26 Watford-Arsenal,Arsenal,Watford,2020-07-26,16:00:00,Matchweek 38,Sun,Away,L,2,3,0,0,3.72,3.89,1.93,0.2549959735781989,0.2433804240377598,0.5016236023835905,0.6,0.3,0.5,0.65,0.55,0.3,0.8,0.5,0.5,0.5,0.4,0.65,0.35,0.35,0.1,0.85,0.3,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.25,-0.2,-0.35,-0.25,0.050000000000000044,-0.5,0.55,0.25,-0.25,-0.19999999999999996,-0.35,0.09999999999999998,-0.050000000000000044,0.3,-0.55,0.55,-0.5
2019-12-09 West Ham-Arsenal,Arsenal,West Ham,2019-12-09,20:00:00,Matchweek 16,Mon,Home,L,1,3,0,1,3.43,4.02,1.98,0.2770519539984469,0.2347577850440234,0.4881902609570874,0.9,0.15,0.425,0.75,0.8,0.5,0.5,0.55,0.45,0.25,0.5,0.8,0.8,0.7,0.3,1.0,0.85,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,0.050000000000000044,-0.35,-0.425,-0.15000000000000002,0.30000000000000004,-0.30000000000000004,0.25,0.30000000000000004,-0.3,-0.44999999999999996,-0.25,0.25,0.4,0.6499999999999999,-0.35000000000000003,0.7,0.04999999999999993
2020-03-07 West Ham-Arsenal,Arsenal,West Ham,2020-03-07,15:00:00,Matchweek 29,Sat,Away,L,0,1,0,0,5.78,4.37,1.56,0.1605834238254676,0.2157606775953437,0.6236558985796475,0.9,0.15,0.425,0.75,0.8,0.5,0.5,0.55,0.45,0.25,0.5,0.8,0.8,0.7,0.3,1.0,0.85,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,0.050000000000000044,-0.35,-0.425,-0.15000000000000002,0.30000000000000004,-0.30000000000000004,0.25,0.30000000000000004,-0.3,-0.44999999999999996,-0.25,0.25,0.4,0.6499999999999999,-0.35000000000000003,0.7,0.04999999999999993
